KO,G34369,G34415,G34450,G34481,G34510,G34569,G34647,G34393,G34421,G34458,G34499,G34524,G37547,G34402,G34430,G34473,G34500,G34533,G34621
K20029,192,528,97,74,185,193,130,18,331,44,311,359,304,572,81,107,118,18,162
K20030,27,21,24,19,10,15,14,6,12,12,24,12,33,54,10,19,41,6,21
K20031,7,9,9,15,6,9,10,4,8,7,25,3,14,12,5,9,24,2,15
K20032,309,1256,197,145,296,407,266,182,499,118,388,675,317,1044,164,161,252,115,188
K20034,5071,6072,4821,4804,1121,3851,2619,4177,6446,3214,5531,5182,4996,4690,4385,7046,3855,2869,4890
K20035,6348,8420,4173,5439,1561,4158,4073,8548,6465,2912,8652,5825,6926,6795,3935,7691,7163,5953,5827
K20036,302,133,217,359,92,240,183,211,313,91,343,111,451,304,69,309,261,167,738
K20037,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
K20039,3,39,7,0,9,21,17,42,25,3,3,10,1,26,2,0,6,57,2
K20040,1,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0
K20042,0,1,0,0,0,0,1,0,0,2,5,0,0,5,0,0,5,0,0
K20043,2,169,0,0,24,11,0,0,19,0,0,22,2,10,0,0,0,0,0
K20044,7,53,0,0,13,4,1,2,1,0,5,10,0,9,0,0,10,3,1
K20045,56,33,57,31,32,64,35,21,76,36,68,37,75,76,25,36,61,14,33
K20046,6,3,2,4,9,4,6,2,3,5,4,4,6,2,1,3,2,5,9
K20047,9,1,16,5,1,9,9,0,5,6,11,9,14,16,6,16,7,2,7
K20048,2,0,2,2,1,1,2,0,1,1,0,0,8,2,1,2,2,0,0
K20049,2,7,6,1,2,4,4,5,4,3,8,1,4,8,4,8,4,0,9
K20050,1,0,5,0,2,5,4,2,0,0,2,1,0,3,2,0,2,3,1
K20051,3,14,10,9,10,11,10,3,24,5,49,12,40,26,13,13,8,11,21
K20052,0,1,0,1,0,1,0,3,1,1,1,0,1,0,0,1,2,4,1
K20053,64,29,42,45,35,76,86,40,65,55,61,44,62,108,35,63,124,47,41
K20055,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0
K20056,5,1,5,2,3,9,2,2,11,2,5,5,11,6,5,10,9,3,4
K20057,2,1,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0
K20064,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
K20067,1,5,0,0,0,5,0,0,0,0,15,0,2,13,0,0,10,0,4
K20068,9,5,4,4,6,3,5,2,10,1,6,3,15,1,2,3,9,2,3
K20069,79,134,87,119,68,66,47,5,95,34,163,86,163,145,39,65,55,9,82
K20071,0,1,1,0,4,3,1,1,3,0,11,3,3,3,3,4,14,2,4
K20072,3,0,6,3,1,2,3,2,4,3,6,2,2,2,4,0,1,0,0
K20074,296,1278,425,461,204,1088,1204.5,1649,1153,421,795,800,905,1062,457,1036,395,1179,1316
K20086,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K20087,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
K20089,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
K20090,1,0,1,2,0,0,2,2,2,1,2,2,6,2,0,3,0,0,4
K20091,14,48,9,9,22,14,11,5,14,7,32,16,23,36,7,12,21,8,17
K20092,56,391,130,129,541,189,52,20,170,51,180,160,210,444,63,132,42,47,181
K20093,136,1505,89,43,214,290,146,33,543,39,79,906,75,939,84,47,127,25,75
K20095,18,5,5,7,4,4,6,6,6,4,14,0,8,11,4,0,17,1,1
K20096,43,81,35,31,39,42,54,6,42,21,63,59,76,77,19,22,12,5,33
K20097,9,3,4,9,2,3,5,2,5,2,3,2,4,2,2,7,5,0,0
K20098,186,1018,151,114,206,276,137,37,452,56,182,760,211,797,113,119,95,37,118
K20099,86,39,44,36,74,36,50,12,61,25,120,41,124,112,29,61,59,16,65
K20100,12,5,10,6,3,8,9,2,9,6,21,8,30,16,5,13,16,1,13
K20101,88,629,70,71,144,112,52,23,162,33,165,200,153,248,25,67,87,28,117
K20102,53,516,38,52,74,121,31,0,198,8,57,357,65,420,22,46,41,1,41
K20103,344,402,171,52,410,220,207,170,323,193,611,318,542,534,139,137,205,49,316
K20109,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
K20110,0,5,2,1,1,5,7,5,4,8,2,5,2,0,4,1,0,20,0
K20111,6,14,7,4,4,14,14,10,6,5,10,10,7,22,5,2,6,5,6
K20115,3,349,5,5,45,43,19,21,56,2,19,64,18,75,20,19,19,11,55
K20116,0,0,0.666666667,0,0,0,0.333333333,0,0,0,0.666666667,0.666666667,0,0,0,0.333333333,0,0,0
K20117,0,0,0.666666667,0,0,0,0.333333333,0,0,0.5,0.666666667,0.666666667,0,0,0,1.333333333,0,0,0
K20118,0,0,0.666666667,0,0,0,0.333333333,0,0,0.5,0.666666667,0.666666667,0,0,0,1.333333333,0,0,0
K20120,1,172,0,0,18,12,1,0,23,0,0,37,1,30,1,0,1,0,0
K20121,4,2,7,7,3,8,4,4,6,5,7,1,5,11,6,4,2,7,2
K20122,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
K20123,5,1,3,2,1,4,4,1,6,3,7,3,12,7,1,2,9,1,0
K20125,0,3,2,2,0,2,0,0,5,2,5,2,1,5,1,0,8,2,5
K20126,5,7,0,0,6,6,7,1,4,2,10,3,7,22,1,1,5,0,4
K20128,0,1,2,0,0,0,0,0,0,0,0,2,1,1,0,0,8,1,0
K20129,70,64,72,46,50,70,78,61,62,52,108,82,100,83,51,48,85,63,70
K20131,106,551,114,69,102,203,108,32,210,72,105,371,175,331,63,67,48,27,74
K20133,9,5,11,8,8,13,6,3,12,6,16,4,21,14,6,10,13,7,10
K20135,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
K20140,6,1,17,31,1,11,13,15,11,28,36,4,19,6,19,41,3,10,10
K20141,3,31,12,21,6,9,18,44,23,18,39,18,35,16,13,25,14,19,21
K20147,8,196,46,5,37,150,94,145,140,25,33,99,14,169,30,34,39,159,34
K20148,16,45,4,7,15,18,21,74,31,5,7,27,3,30,2,19,53,68,6
K20151,15,30,34,13,6,18,20,21,17,44,11,37,16,19,31,19,15,14,11
K20157,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
K20160,26,40,8,2,15,22,19,7,30,10,21,21,8,41,3,7,19,6,4
K20161,101,109,121,81,77,81,44,8,98,48,96,68,124,122,35,67,56,13,63
K20162,5,0,3,0,0,0,1,0,0,1,1,0,2,0,2,0,3,0,5
K20163,81,85,103,89,72,57,55,13,73,35,128,63,182,125,45,109,54,20,76
K20164,61,21,50,13,30,39,18,15,50,29,28,18,53,45,20,34,39,7,25
K20165,120,477,141,163,129,176,111,31,278,55,174,434,278,538,75,134,93,19,144
K20166,19,30,25,18,8,10,10,8,26,13,27,15,18,25,20,23,21,2,15
K20167,115,81,76,60,61,57,31,32,74,42,72,55,70,80,37,46,79,24,39
K20168,21,254,13,7,35,86,29,0,133,4,19,241,13,338,11,6,11,1,8
K20170,0,5,3,5,0,4,5,0,8,7,5,0,7,2,8,0,0,0,1
K20171,0,3,1,0,2,3,4,5,9,3,2,9,3,10,1,0,0,9,2
K20173,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0
K20174,27,89,27,11,15,32,19,33,37,14,28,17,26,37,18,14,29,19,13
K20175,4,7,4,2,1,5,5,0,3,1,1,1,1,4,1,0,3,1,1
K20176,33,18,33,34,16,32,17,6,35,15,53,19,42,37,17,23,27,10,13
K20177,9,9,16,5,20,18,13,0,9,8,15,5,21,20,9,5,12,4,6
K20178,183,899,51,17,152,306,113,12,651,37,141,1145,83,1200,75,20,110,27,47
K20179,126,78,91,69,73,88,68,25,96,56,87,72,135,132,46,55,103,18,54
K20180,160,143,146,72,95,86,112,13,197,57,236,401,235,265,88,68,123,27,92
K20181,182,994,73,52,112,287,99,34,624,41,78,1008,122,1078,73,58,135,21,44
K20182,214,516,139,94,222,192,135,40,233,69,258,240,261,406,104,68,186,21,132
K20183,91,188,13,20,68,107,51,5,128,23,61,64,74,213,21,10,52,9,30
K20184,211,1666,123,93,169,291,119,12,534,58,163,722,201,933,68,76,113,41,73
K20185,11,104,2,12,15,24,17,0,51,5,19,106,22,104,5,6,6,1,8
K20187,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K20188,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K20189,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K20190,0,0,1,0,0,0,0,0,1,0,3,2,0,3,0,0,0,0,1
K20191,82,978,2,0,83,193,51,0,351,3,16,688,2,728,15,0,41,2,2
K20193,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0
K20194,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
K20195,120,438,115,78,204,159,78,7,212,39,144,173,195,333,71,82,92,11,79
K20196,785,1354,618,514,683,542,452,128,844,296,1200,512,1145,1105,380,573,509,146,623
K20197,42,19,49,33,25,30,21,11,60,31,62,36,58,48,31,58,47,3,31
K20198,272,193,280,143,239,200,190,57,302,80,390,172,391,388,164,168,283,56,267
K20199,0,3,2,0,0,3,3,2,0,0,0,0,0,5,3,0,2,1,2
K20201,2,79,8,22,9,62,83,35,67,10,57,33,47,74,42,65,10,50,55
K20202,2,6,1,1,0,1,3,3,2,1,1,4,2,1,7,0,2,3,0
K20203,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
K20207,11,17,1,3,3,9,7,3,10,4,6,7,17,8,0,13,6,5,20
K20210,35,26,5,5,3,26,7,11,17,0,25,80,20,60,9,3,89,8,13
K20211,0,0,2,0,0,1,0,1,0,0,4,2,2,1,2,1,3,0,2
K20213,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0
K20214,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1
K20215,100,835,143,78,108,252,760,3659,273,161,477,800,377,308,100,165,684,1852,256
K20216,66,50,87,59,82,89,50,10,83,28,127,51,144,89,47,72,60,16,55
K20217,70,239,48,28,46,80,50,50,123,39,43,169,60,169,45,37,66,26,31
K20218,10,109,84,22,24,66,76,87,75,45,79,38,65,84,37,68,16,85,92
K20219,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
K20220,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K20221,317,1924,66,76,558,532,239,4,861,36,548,1461,441,1616,117,73,173,10,288
K20222,416,1658,259,174,584,443,273,52,759,92,491,1039,494,1406,155,231,220,55,200
K20223,358,1368,114,80,407,334,199,28,591,62,355,957,320,1207,123,73,202,34,186
K20224,101,1077,34,11,177,204,80,5,493,16,69,690,75,828,31,24,56,12,29
K20225,0,1,1,2,0,0,2,2,0,0,5,1,0,6,0,0,2,1,0
K20226,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K20230,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,3,2,0,1
K20231,0,1,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,1
K20232,0,0,0,0,0,0,0,0,0,0,5,1,1,4,0,0,3,0,0
K20235,16,12,69,8,5,16,11,4,32,18,21,2,24,22,16,7,7,15,10
K20237,1,2,3,0,0,1,1,0,3,0,4,9,0,4,1,0,8,0,2
K20238,126,200,114,92,117,91,67,37,105,37,157,98,174,144,62,101,94,37,121
K20241,112,591,64,32,64,146,64,53,323,26,61,612,50,618,42,44,83,26,33
K20242,23,7,22,4,4,21,7,6,27,9,18,10,18,30,11,6,28,2,9
K20245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
K20246,14,24,13,9,8,46,20,33,30,22,8,34,9,20,42,18,16,18,7
K20247,72,82,66,57,58,58,42,62,94,39,59,137,68,83,37,77,72,46,58
K20248,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K20249,6,25,0,0,7,21,2,1,39,0,2,2,1,4,7,0,3,3,2
K20251,3,1,0,0,0,2,1,0,2,1,1,1,5,0,0,2,6,0,1
K20252,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
K20256,6,0,0,0,1,0,0,3,0,0,0,4,0,0,0,0,2,2,0
K20257,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
K20261,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0
K20262,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,9
K20263,7,7,9,20,1,2,3,12,30,7,22,7,6,23,16,24,7,2,29
K20264,22,7,10,5,1,2,4,10,18,5,12,3,0,8,11,18,21,6,5
K20265,21,287,121,96,22,238,153,121,273,122,154,141,197,161,135,200,54,124,520
K20266,53,32,38,98,7,13,31,46,44,17,85,23,198,46,4,74,308,50,109
K20268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
K20271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K20273,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
K20274,33,20,3,4,2,13,9,17,7,3,6,15,1,20,2,3,26,5,5
K20276,2188,3219,2584,2470,694,3524,3306,4064,3376,2499,2931,2747,4264,2530,2777,3559,1942,2508,4500
K20277,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
K20278,63,289,89,43,100,65,59,11,98,32,109,82,120,97,28,50,32,11,72
K20279,132,166,172,219,123,143,122,36,160,84,290,101,330,205,70,219,123,46,217
K20280,92,217,57,53,88,96,49,5,145,30,114,189,78,252,43,58,45,8,46
K20281,1,0,0,0,0,2,0,0,1,1,1,0,0,1,2,0,1,1,0
K20282,2,3,3,5,0,13,2,2,8,2,14,3,3,11,1,5,2,2,2
K20283,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,0,2,0,3
K20284,18,7,14,12,1,16,7,8,16,12,19,8,19,11,11,6,19,8,3
K20285,305,896,292,272,254,361,219,46,536,153,366,720,458,832,190,267,235,36,164
K20286,39,387,7,2,14,108,49,0,193,1,13,347,1,346,9,5,26,0,3
K20288,69,800,6,1,59,150,49,0,352,3,23,661,4,711,22,2,38,7,0
K20289,140,952,14,10,162,216,91,7,396,13,109,715,81,802,37,11,84,4,47
K20290,141,134,52,32,57,49,52,7,145,17,59,621,42,153,40,26,75,4,19
K20291,66,39,25,37,37,26,35,5,90,9,63,334,72,78,30,44,50,12,28
K20292,74,816,15,12,78,163,41,0,253,11,32,611,16,541,33,5,37,2,14
K20293,78,875,30,17,119,192,74,43,341,17,75,499,89,614,40,18,63,27,32
K20294,61,984,20,6,137,211,53,1,366,7,23,634,14,739,29,7,63,0,3
K20295,84,547,27,18,66,124,31,4,217,22,41,351,43,351,27,12,48,7,9
K20296,105,657,64,65,102,184,82,17,351,31,113,571,115,744,49,39,62,16,72
K20298,277,873,257,189,347,362,244,163,585,196,386,744,444,860,222,225,190,109,275
K20299,254,1247,178,119,327,319,222,31,573,72,415,742,398,984,111,135,148,22,219
K20300,40,138,23,40,22,49,30,8,114,8,52,148,50,178,39,22,22,1,26
K20301,68,293,55,67,85,101,53,11,129,21,132,169,134,232,39,42,47,7,59
K20302,106,314,72,52,113,89,74,13,171,36,169,202,157,307,51,43,55,13,104
K20303,46,227,39,32,70,70,49,7,114,11,74,125,112,181,43,20,39,15,48
K20304,49,153,38,56,62,83,33,6,119,23,98,129,100,200,26,54,43,10,56
K20305,176,1547,251,225,291,416,156,14,761,114,233,1152,369,1364,153,192,86,18,155
K20306,2,8,6,3,4,6,6,6,4,5,9,2,9,8,3,7,14,14,0
K20307,15,21,7,2,3,7,2,6,3,2,12,8,0,10,4,6,14,4,11
K20308,36,575,8,0,34,55,13,0,79,1,22,107,9,116,6,1,20,1,8
K20309,4,39,7,15,16,10,6,2,10,8,14,10,13,30,3,8,3,2,18
K20310,57,386,43,42,145,151,67,3,185,22,120,407,96,549,30,36,26,7,63
K20314,2,0,1,2,0,5,0,0,0,1,3,1,0,1,1,1,8,1,0
K20315,0,2,0,0,0,4,1,2,0,2,7,2,3,4,0,1,6,0,1
K20316,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2,0,2,0,0
K20317,0,2,0,2,0,5,3,0,1,2,9,7,2,11,1,2,12,0,9
K20318,38,46,29,36,44,28,35,4,42,11,74,24,77,71,16,24,23,3,51
K20319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K20320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
K20325,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
K20326,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,1,0
K20327,35,107,86,221,27,170,120,174,150,44,235,52,246,57,27,162,12,138,567
K20329,6,44,24,44,9,68,41,66,36,22,56,45,98,12,9,41,4,55,121
K20331,2,11,8,0,0,12,5,10,13,4,15,8,6,7,1,9,3,5,13
K20332,18,5,19,8,23,8,20,3,6,5,28,2,41,4,10,30,6,10,19
K20333,43,129,55,53,36,95,138,386,82,50,48,124,60,111,61,93,91,250,78
K20344,148,124,252,166,27,79,109,181,139,290,145,243,235,116,255,166,108,95,66
K20345,0,1,0,1,0,2,2,0,2,3,0,0,0,0,2,0,0,0,2
K20346,30,25,13,6,78,21,27,2,37,10,66,12,48,69,13,6,17,4,25
K20347,24,139,29,18,24,40,21,6,66,8,42,166,37,103,20,26,32,3,19
K20348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K20349,1,5,0,2,0,3,2,1,2,1,5,3,5,5,1,0,3,0,1
K20350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
K20351,0,2,0,0,0,3,0,0,0,0,2,0,3,1,1,0,0,0,0
K20352,51,278,12,13,73,69,53,2,134,12,109,189,97,261,23,11,31,6,57
K20353,54,802,5,4,55,142,41,0,262,2,25,556,16,620,17,2,37,7,4
K20354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K20358,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
K20359,10,205,0,0,10,48,7,1,110,0,4,128,5,100,3,0,10,0,0
K20360,128,161,153,130,201,135,109,26,225,57,302,115,354,276,89,131,111,30,188
K20361,3,67,6,7,25,19,9,2,22,9,6,29,7,46,5,5,3,1,1
K20362,66,295,29,29,95,85,56,0,157,15,123,260,91,308,31,31,47,7,78
K20363,79,262,59,48,132,98,63,9,130,32,139,190,151,237,43,56,55,10,78
K20364,0,0,0,1,0,1,1,0,1,0,4,0,1,2,0,0,11,0,1
K20365,137,135,78,86,171,125,99,10,190,36,376,134,298,329,78,90,65,7,192
K20366,3,2,3,3,0,4,2,3,1,3,4,3,1,1,2,1,9,0,2
K20367,582,1342,573,596,724,595,450,53,992,222,1123,1244,1148,1694,318,446,312,87,592
K20368,9,144,0,0,6,29,12,1,79,1,7,108,0,92,1,0,12,1,1
K20369,35,43,72,90,75,51,43,6,71,32,135,74,190,110,49,64,26,5,84
K20370,48,1419,457,642,235,1311,650,889,2242,321,515,1095,682,1361,952,1529,405,700,703
K20371,0,0,1,0,0,1,0,1,2,0,18,0,2,0,0,2,7,0,1
K20372,50,704,21,6,43,117,29,2,248,4,18,392,12,409,24,8,42,10,5
K20385,1,5,0,1,1,1,0,0,0,2,1,2,1,0,0,6,3,2,2
K20386,0,0,1,2,0,1,0,0,2,2,0,1,0,0,2,0,0,0,0
K20388,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
K20392,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
K20393,1,124,0,1,12,7,0,0,11,0,3,26,0,5,0,0,4,0,0
K20394,3,2,4,3,3,1,0,0,1,4,11,3,0,4,3,4,3,1,2
K20396,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
K20398,1,0,3,1,0,3,1,0,0,1,2,3,2,0,0,0,1,0,1
K20399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K20401,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K20402,4,4,6,2,0,5,3,3,2,6,1,0,1,3,3,2,6,4,1
K20403,60,731,0,2,62,127,40,0,266,0,18,531,3,516,12,0,28,1,2
K20404,91,88,92,65,140,90,94,13,114,40,213,76,206,166,62,72,77,9,106
K20405,45,24,14,14,14,24,16,8,24,10,31,16,31,13,14,8,22,6,23
K20406,77,39,27,61,13,22,21,32,41,25,62,27,37,50,14,111,87,19,37
K20407,44,37,48,43,33,42,24,6,34,31,38,33,84,55,21,33,22,1,51
K20408,43,43,46,45,25,40,22,12,32,22,53,26,42,49,23,41,50,14,41
K20409,30,17,35,29,11,31,39,10,34,35,52,34,46,16,33,28,21,14,28
K20410,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
K20412,5,3,7,9,0,6,3,6,4,2,8,1,7,12,5,11,9,2,3
K20416,19,63,45,53,5,38,50,45,66,34,63,38,107,50,50,31,30,30,62
K20417,108,407,43,70,169,139,73,0,208,16,240,349,199,393,41,70,60,3,122
K20420,125,312,108,87,50,184,146,173,199,82,134,139,118,214,123,97,114,150,186
K20421,0,8,2,3,0,7,5,3,4,3,1,3,3,5,1,1,1,4,3
K20422,2,5,3,3,1,7,6,4,9,0,2,0,6,4,5,0,2,5,5
K20423,8,12,2,4,2,8,6,19,5,4,5,9,6,14,7,7,11,10,5
K20428,1,0,3,1,0,2,1,1,2,3,1,0,0,0,0,1,1,1,0
K20429,207,283,286,130,43,163,185,340,215,250,241,313,265,188,241,232,214,160,210
K20431,94,49,25,48,23,34,24,34,30,14,35,22,44,35,11,110,102,41,43
K20432,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
K20435,1,2,5,4,0,1,0,0,1,0,9,1,7,1,2,4,2,0,7
K20444,967,6806,1325,836,582,2159,1543,3096,2573,1280,1160,2552,1140,4297,1551,1705,1162,2197,1296
K20445,17,54,18,5,5,40,41,46,38,17,19,10,14,31,8,5,14,41,8
K20446,8,14,14,10,0,10,9,11,12,11,4,7,11,11,8,13,9,11,0
K20447,258,1072,499,279,180,824,754,1163,816,429,539,402,357,762,306,400,294,1189,523
K20448,139,909,339,204,158,610,543,923,620,260,570,409,468,576,247,283,252,782,601
K20449,682,2558,1227,1201,415,1326,823,1377,2027,663,1518,1224,1529,1956,863,1426,643,1315,2227
K20451,50,222,148,67,15,152,95,101,190,94,66,49,53,216,80,90,33,111,51
K20452,0,6,4,0,0,4,3,3,9,2,1,4,0,2,0,0,3,2,2
K20454,569,2194,911,887,375,1324,1463,2821,1707,784,1621,1491,1398,1703,696,1478,560,2283,1528
K20455,1176,941,929,111,321,675,472,957,857,466,910,794,742,606,529,223,538,490,767
K20456,98,784,31,19,79,148,54,20,261,16,67,365,41,405,27,16,99,12,22
K20457,66,479,42,44,53,105,72,85,227,32,41,385,49,401,56,56,64,66,24
K20458,15,40,16,5,4,22,27,34,34,17,6,25,15,16,11,8,10,43,7
K20459,30,60,51,52,8,42,50,51,64,71,63,81,97,49,54,72,35,42,67
K20460,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
K20461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
K20462,1,0,1,0,0,2,0,0,0,0,0,0,1,2,0,0,1,1,0
K20463,33,15,25,5,7,26,15,7,13,16,20,11,20,32,15,10,51,4,6
K20464,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
K20465,1,5,5,1,2,4,1,1,5,2,6,3,4,6,3,3,10,0,0
K20466,0,6,2,5,0,4,10,2,3,2,23,0,3,2,2,7,0,3,2
K20468,0,4,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2
K20469,4,13,8,3,0,13,24,18,10,7,8,6,5,10,6,3,8,24,11
K20470,42,487,110,147,69,224,262,128,274,107,396,339,332,226,122,227,99,80,233
K20471,169,688,97,77,215,216,114,28,388,39,302,475,301,674,84,89,123,18,168
K20472,48,233,24,38,92,74,59,10,159,16,150,151,130,163,43,36,36,7,60
K20473,165,2131,24,9,179,431,122,5,870,11,44,1659,32,1767,49,17,100,3,23
K20474,43,485,7,9,38,143,29,0,277,0,30,472,15,519,13,7,37,9,7
K20476,104,1198,19,2,75,272,67,2,538,9,50,965,21,969,33,6,66,5,14
K20477,3,184,2,1,7,15,4,0,11,0,4,25,3,20,1,0,2,0,2
K20478,254,1979,110,45,234,480,280,57,647,60,94,1073,104,1049,107,65,181,49,40
K20480,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,2,1
K20483,8,7,0,0,3,0,2,2,2,1,6,5,0,2,0,2,5,2,0
K20484,1,0,0,0,0,0,3,0,1,1,1,1,0,1,0,0,0,0,1
K20485,9,5,24,8,0,5,11,21,9,18,19,8,8,6,18,10,6,8,6
K20486,3,7,0,3,5,2,7,7,3,7,6,10,2,4,2,4,4,4,1
K20487,0,1,5,3,0,3,1,1,5,2,2,1,3,0,3,13,1,1,6
K20488,9,16,26,13,2,13,12,24,28,20,21,21,13,15,27,20,15,11,16
K20490,15,21,39,31,1,24,52,25,30,48,79,37,96,15,43,81,12,13,25
K20491,0,0,0,5,0,0,0,0,1,2,0,7,0,0,1,4,2,0,0
K20493,1,15,13,8,9,14,8,9,7,7,9,12,7,13,5,5,9,3,12
K20495,19,17,56,18,16,44,26,27,56,23,31,11,47,46,32,32,15,27,24
K20496,1,4,0,0,0,3,0,0,3,0,0,10,0,8,0,1,0,0,0
K20497,674,1886,575,366,314,1060,1066,1944,1321,444,815,984,417,1483,523,687,860,1522,596
K20498,1,9,7,2,0,11,4,3,14,7,15,9,8,4,11,18,3,3,13
K20500,0,0,5,0,1,2,5,4,4,1,1,5,2,1,2,0,2,1,4
K20520,30,29,66,76,12,22,31,4,36,19,61,27,97,54,23,40,13,8,52
K20521,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
K20522,15,7,10,0,5,7,3,2,9,6,4,9,3,5,14,6,4,0,1
K20523,325,493,207,147,624,336,309,121,447,87,755,301,734,787,172,137,200,115,365
K20525,4,5,53,74,20,8,52,501,4,50,85,85,81,60,15,49,2,128,38
K20526,190,163,249,267,264,184,129,33,220,98,347,170,363,341,120,201,130,26,172
K20527,54,55,45,183,7,32,56,32,60,32,121,78,241,104,11,95,395,43,173
K20528,17,20,19,63,2,9,15,11,24,4,44,33,97,22,0,19,123,8,52
K20529,18,7,9,52,0,9,7,5,12,7,22,24,65,12,2,28,140,15,43
K20530,189,115,118,434,27,61,124,97,125,83,356,221,657,191,29,341,1069,79,426
K20531,38,24,23,135,14,18,21,26,31,25,63,61,182,39,7,66,243,28,181
K20532,67,54,30,137,4,16,46,26,42,24,106,87,193,58,9,137,363,19,135
K20533,54,40,34,159,15,36,41,29,50,20,111,106,248,66,16,133,435,46,200
K20534,2289,1898,1453,1481,222,1039,1526,3691,1447,1563,1356,2267,1732,1275,1204,1696,2032,1845,1630
K20535,85,270,77,75,93,66,45,17,103,36,100,100,112,150,39,82,64,15,75
K20536,139,97,154,87,153,106,93,21,159,64,238,102,277,202,77,108,77,22,131
K20537,34,22,38,22,15,28,36,5,28,12,32,38,50,61,8,24,23,11,22
K20538,117,307,37,19,81,92,36,14,161,20,52,255,33,271,30,16,50,21,31
K20539,0,1,0,0,0,4,3,0,2,4,0,3,0,0,0,2,0,0,0
K20540,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
